"ACT"	"SAT"	"Grad"	"GradGPA"	"HSGPA"	"Cohort"
21	NA	TRUE	3.469	3.845	2004
21	NA	FALSE	NA	3.415	2001
27	NA	TRUE	3.078	3.455	2003
26	NA	TRUE	2.951	3.478	2005
NA	1460	TRUE	3.097	3.809	2005
29	1280	TRUE	3.449	3.78	2005
NA	1060	TRUE	2.88	3.18	2001
23	NA	TRUE	2.979	3.5	2001
26	1270	TRUE	2.976	3.616	2004
26	NA	TRUE	3.45	3.734	2002
33	NA	TRUE	3.976	4	2004
23	NA	FALSE	NA	3.406	2002
24	NA	FALSE	NA	4	2001
29	NA	TRUE	3.279	3.743	2004
32	NA	TRUE	3.467	3.956	2001
24	NA	TRUE	2.607	3.958	2003
22	1100	TRUE	3.656	3.764	2003
25	NA	FALSE	NA	2.536	2003
33	1490	TRUE	3.953	4	2002
29	NA	TRUE	2.919	3.72	2003
24	NA	FALSE	NA	3.65	2005
NA	1440	TRUE	3.778	4.32	2003
26	1160	TRUE	3.149	3.491	2005
NA	990	FALSE	NA	2.28	2005
NA	1310	TRUE	3.464	4.17	2003
30	NA	TRUE	3.355	4.705	2002
18	NA	TRUE	2.868	3.371	2001
28	NA	TRUE	3.668	4.157	2005
33	NA	TRUE	2.974	3.337	2002
25	NA	FALSE	NA	3.6	2001
27	1190	TRUE	3.537	3.88	2005
20	NA	TRUE	2.899	2.799	2004
29	1180	FALSE	NA	3.582	2001
NA	NA	FALSE	NA	NA	2003
35	1550	TRUE	3.969	4.276	2005
27	NA	FALSE	NA	3.929	2003
19	NA	TRUE	3.078	3.222	2002
30	1310	TRUE	3.64	3.72	2004
31	NA	TRUE	3.926	3.993	2002
21	NA	TRUE	2.724	2.979	2002
21	1000	FALSE	NA	3.934	2002
21	NA	TRUE	3.445	3.21	2002
24	NA	FALSE	NA	2.923	2005
25	NA	TRUE	2.765	3.549	2001
24	NA	TRUE	2.992	2.452	2001
NA	1050	TRUE	3.195	3.56	2001
20	NA	TRUE	3.622	3.502	2004
27	NA	TRUE	3.447	3.5	2005
20	1010	FALSE	NA	3.296	2005
29	NA	TRUE	3.525	3.937	2004
28	1150	TRUE	3.085	3.651	2004
27	NA	FALSE	NA	3.49	2003
30	1310	TRUE	3.865	4	2004
NA	1230	TRUE	3.526	3.32	2004
NA	990	TRUE	2.123	3.92	2004
29	NA	TRUE	3.272	4.024	2005
31	NA	TRUE	3.828	3.858	2003
25	NA	TRUE	3.103	3.771	2002
26	NA	FALSE	NA	3.738	2002
28	NA	TRUE	3.67	3.899	2001
33	1340	TRUE	3.501	4.038	2001
29	NA	FALSE	NA	4.282	2005
31	NA	TRUE	3.894	4	2002
22	NA	TRUE	3.678	3.745	2002
32	NA	TRUE	3.624	3.861	2001
26	NA	TRUE	3.172	3.375	2002
27	NA	TRUE	3.452	3.96	2004
30	NA	TRUE	3.118	3.645	2005
24	NA	FALSE	NA	3.465	2003
NA	1300	TRUE	3.16	3.536	2002
28	NA	TRUE	3.707	3.933	2002
22	NA	FALSE	NA	3.694	2001
27	NA	TRUE	3.208	3.863	2002
NA	1410	TRUE	3.776	4.454	2003
NA	870	TRUE	3.708	2.996	2002
34	1500	TRUE	3.901	3.982	2003
27	NA	FALSE	NA	3.807	2002
NA	1210	TRUE	3.215	3.65	2003
NA	1050	TRUE	2.515	3.204	2002
28	1340	TRUE	3.985	3.85	2004
23	950	TRUE	2.4	2.783	2002
21	NA	TRUE	2.775	2.543	2002
28	NA	TRUE	3.723	3.6	2003
24	NA	FALSE	NA	3.228	2004
24	NA	TRUE	3.246	3.247	2002
29	NA	FALSE	NA	3.935	2002
23	NA	TRUE	3.088	3.84	2002
25	NA	TRUE	2.878	3.38	2003
26	NA	TRUE	3.2	3.636	2001
19	NA	FALSE	NA	2.709	2005
18	NA	FALSE	NA	3.02	2004
25	1050	FALSE	NA	3.272	2004
30	1270	TRUE	3.757	3.943	2003
28	NA	TRUE	3.478	3.902	2002
27	NA	TRUE	3.699	3.691	2003
24	NA	TRUE	2.923	3.362	2005
22	NA	FALSE	NA	2.951	2003
22	NA	FALSE	NA	NA	2005
26	NA	TRUE	2.888	2.92	2002
35	NA	TRUE	3.965	3.936	2004
31	NA	TRUE	3.481	3.597	2002
29	NA	TRUE	2.87	3.2	2003
NA	1310	FALSE	NA	3.69	2003
NA	1310	FALSE	NA	3.92	2002
NA	1290	TRUE	3.402	3.491	2003
27	NA	TRUE	3.383	3.823	2005
29	NA	FALSE	NA	3.542	2005
26	NA	TRUE	3.278	4	2002
28	NA	TRUE	3.158	3.84	2002
20	NA	FALSE	NA	3.16	2005
30	NA	TRUE	3.496	3.8	2003
22	1130	FALSE	NA	3.999	2005
30	NA	TRUE	3.656	3.407	2003
32	1350	TRUE	3.534	4.223	2002
28	NA	TRUE	3.552	3.743	2004
25	NA	FALSE	NA	3.239	2001
NA	1000	TRUE	3.572	3.925	2003
29	NA	TRUE	3.005	3.931	2002
20	NA	TRUE	2.317	3.008	2005
26	NA	TRUE	3.426	3.435	2003
22	NA	TRUE	2.621	3.033	2003
27	NA	TRUE	3.78	3.967	2002
25	NA	FALSE	NA	3.248	2005
34	1430	TRUE	3.777	3.945	2002
30	NA	TRUE	3.27	3.583	2002
18	NA	TRUE	2.353	2.67	2001
23	NA	TRUE	3.554	3.857	2001
30	NA	FALSE	NA	3.86	2003
32	NA	TRUE	2.635	3.243	2002
20	NA	FALSE	NA	3.013	2002
25	1130	FALSE	NA	2.744	2004
28	NA	TRUE	3.658	4	2001
27	NA	TRUE	2.673	3.678	2004
NA	1220	FALSE	NA	3.37	2002
27	1160	TRUE	3.053	3.82	2002
28	NA	TRUE	3.278	3.313	2004
22	NA	TRUE	3.15	3.228	2005
27	1060	TRUE	3.349	3.691	2002
23	NA	TRUE	3.237	3.69	2005
22	NA	TRUE	2.742	3.892	2004
26	NA	TRUE	3.413	3.878	2004
24	NA	TRUE	3.441	3.797	2001
NA	1150	TRUE	2.776	3.143	2002
22	NA	TRUE	3.306	3.95	2003
27	NA	TRUE	3.057	3.796	2003
26	NA	TRUE	3.034	3.357	2004
23	NA	TRUE	3.275	3.318	2005
31	1330	TRUE	3.792	4	2003
26	NA	FALSE	NA	2.855	2005
22	NA	FALSE	NA	2.946	2003
NA	1090	TRUE	3.524	3.477	2001
29	NA	FALSE	NA	3.506	2002
27	1230	TRUE	3.026	3.704	2002
28	NA	TRUE	3.764	3.971	2001
26	1320	TRUE	3.185	3.443	2004
27	NA	TRUE	2.865	3.493	2001
32	NA	TRUE	3.74	3.943	2004
23	NA	TRUE	3.266	3.233	2003
32	NA	TRUE	3.651	3.991	2004
22	NA	FALSE	NA	3.373	2001
27	NA	TRUE	3.313	3.57	2003
19	1070	TRUE	3.331	3.411	2002
25	NA	TRUE	3.564	3.952	2004
29	NA	TRUE	3.418	3.757	2002
23	NA	FALSE	NA	3.679	2005
30	NA	TRUE	3.932	3.962	2005
23	NA	TRUE	3.104	3.98	2004
NA	1120	TRUE	2.9	2.438	2002
NA	1150	TRUE	3.125	3.2	2002
NA	1220	TRUE	3.348	3.75	2003
27	NA	TRUE	3.511	3.777	2002
19	NA	TRUE	3.029	2.939	2003
25	NA	TRUE	3.216	3.089	2004
20	NA	TRUE	3.101	3.056	2001
NA	1140	TRUE	3.287	3.949	2002
27	NA	TRUE	2.814	3.279	2003
22	NA	FALSE	NA	2.78	2005
18	NA	FALSE	NA	3.251	2005
NA	1390	FALSE	NA	3.97	2005
31	1400	FALSE	NA	2.796	2004
23	NA	FALSE	NA	3.333	2005
26	NA	FALSE	NA	3.729	2003
24	NA	TRUE	2.692	3.556	2003
27	1150	TRUE	3.543	4.012	2002
22	NA	TRUE	2.82	3.094	2002
24	NA	TRUE	3.014	3.11	2001
NA	1250	TRUE	3.588	3.515	2003
30	NA	FALSE	NA	3.807	2005
NA	1200	TRUE	2.557	NA	2001
23	NA	TRUE	2.63	3.715	2001
27	NA	TRUE	2.359	3.19	2001
28	NA	FALSE	NA	3.741	2004
27	NA	TRUE	3.5	3.672	2004
22	NA	TRUE	2.792	3.126	2005
NA	1240	TRUE	3.742	3.861	2003
29	NA	TRUE	3.123	2.957	2001
33	NA	TRUE	3.963	4	2003
27	NA	TRUE	3.289	3.83	2004
24	1170	FALSE	NA	3.51	2001
NA	1280	TRUE	3.492	3.646	2002
26	NA	TRUE	3.33	3.617	2002
NA	800	FALSE	NA	3.569	2001
27	1180	TRUE	2.58	2.636	2002
35	1480	TRUE	3.912	4	2001
27	NA	TRUE	3.8	3.787	2002
20	NA	TRUE	3.16	3.187	2001
20	NA	TRUE	2.944	3.714	2004
23	NA	TRUE	2.643	3.558	2002
NA	1090	TRUE	3.198	2.435	2001
18	970	FALSE	NA	2.347	2001
28	NA	TRUE	3.572	3.79	2005
29	NA	TRUE	3.613	3.83	2005
35	1560	TRUE	3.939	4	2004
21	NA	FALSE	NA	3.34	2005
23	NA	TRUE	3.459	4	2001
24	1120	TRUE	3.418	4	2001
25	NA	TRUE	2.527	3.348	2004
19	NA	FALSE	NA	2.98	2004
NA	1000	FALSE	NA	3.042	2001
21	NA	TRUE	2.994	3.359	2004
34	NA	TRUE	4	4	2004
26	NA	TRUE	3.507	3.681	2003
26	NA	FALSE	NA	3.802	2003
33	NA	TRUE	3.681	4	2001
NA	1020	FALSE	NA	3.12	2001
32	1270	TRUE	3.592	4	2003
NA	1120	TRUE	3.311	NA	2003
24	NA	FALSE	NA	3.885	2005
NA	NA	FALSE	NA	1.857	2003
17	900	TRUE	2.8	3.468	2004
29	1310	TRUE	3.92	4.099	2001
31	1450	TRUE	3.277	4.2	2002
20	NA	TRUE	2.557	2.96	2004
31	1380	TRUE	3.45	3.619	2005
25	NA	FALSE	NA	3.238	2002
25	NA	TRUE	3.33	3.92	2002
20	NA	FALSE	NA	3.663	2005
27	NA	TRUE	3.738	3.375	2005
29	NA	TRUE	3.057	3.547	2002
22	NA	FALSE	NA	2.21	2001
23	NA	FALSE	NA	3.138	2004
27	1180	FALSE	NA	3.648	2001
16	NA	TRUE	3.09	NA	2001
22	NA	FALSE	NA	2.797	2005
28	NA	TRUE	3.125	3.398	2001
21	NA	TRUE	2.964	3.338	2002
20	NA	TRUE	2.732	3.492	2005
30	NA	TRUE	3.453	4	2003
30	NA	TRUE	3.752	4	2002
22	NA	TRUE	2.809	3.559	2004
29	NA	TRUE	3.517	3.734	2004
28	1240	FALSE	NA	3.918	2002
32	NA	TRUE	2.986	3.226	2003
27	1240	TRUE	3.449	3.862	2004
NA	1110	FALSE	NA	NA	2003
28	NA	TRUE	3.789	3.952	2003
30	NA	TRUE	3.885	4	2005
24	NA	TRUE	3.813	4	2002
30	NA	FALSE	NA	4.143	2001
NA	1310	TRUE	3.911	4.14	2003
28	NA	TRUE	2.583	3.65	2002
27	NA	TRUE	3.226	3.369	2003
18	NA	FALSE	NA	2.721	2002
33	1410	TRUE	3	3.415	2005
28	NA	TRUE	3.955	3.964	2002
23	NA	FALSE	NA	3.261	2002
21	NA	TRUE	3.096	3.31	2003
20	NA	TRUE	2.801	2.688	2001
NA	1440	TRUE	3.684	3.833	2005
22	NA	TRUE	2.596	2.833	2003
31	NA	TRUE	2.841	3.45	2001
26	NA	TRUE	3.575	3.826	2003
22	1100	FALSE	NA	2.52	2005
NA	1050	TRUE	3.558	3.518	2004
27	NA	TRUE	3.951	3.987	2002
25	NA	TRUE	3.525	3.642	2002
29	NA	TRUE	3.494	3.723	2004
27	NA	FALSE	NA	3.864	2001
25	1160	TRUE	3.577	3.931	2001
27	NA	TRUE	2.569	3.925	2005
27	1080	FALSE	NA	3.863	2002
27	NA	TRUE	3.611	3.895	2002
NA	1250	TRUE	2.943	3.367	2004
21	NA	TRUE	2.926	3.018	2001
NA	1140	TRUE	2.979	3.601	2001
22	NA	TRUE	2.489	2.951	2002
29	NA	TRUE	3.749	3.889	2003
27	NA	FALSE	NA	3.815	2005
35	1450	TRUE	3.91	4	2002
NA	1120	TRUE	3.387	3.306	2005
20	NA	TRUE	3.133	3.284	2003
35	1450	TRUE	3.355	3.927	2005
29	1150	TRUE	3.19	4.092	2005
24	1230	TRUE	3.882	4.76	2004
23	NA	TRUE	2.985	2.741	2001
23	NA	TRUE	2.925	2.933	2002
NA	1030	FALSE	NA	3.39	2005
24	NA	FALSE	NA	3.1	2003
26	NA	TRUE	3.563	4	2004
19	NA	TRUE	2.361	2.931	2002
NA	1120	FALSE	NA	3.402	2004
32	1460	TRUE	3.619	3.927	2003
20	980	FALSE	NA	3.55	2005
22	NA	TRUE	3.154	3.493	2001
31	NA	FALSE	NA	3.887	2002
26	NA	TRUE	3.645	3.798	2001
31	NA	TRUE	3.813	3.9	2001
25	NA	TRUE	3.651	3.746	2005
28	1080	TRUE	3.532	3.628	2002
NA	NA	FALSE	NA	NA	2004
NA	860	TRUE	3.013	3.375	2004
NA	1020	FALSE	NA	3.115	2001
31	NA	TRUE	3.74	3.7	2002
NA	1180	TRUE	2.367	3.278	2002
22	NA	FALSE	NA	2.773	2005
22	NA	FALSE	NA	3.157	2001
19	NA	TRUE	2.945	2.757	2005
19	NA	FALSE	NA	3.544	2005
31	NA	TRUE	3.529	4.337	2005
31	1260	FALSE	NA	4	2005
33	1420	TRUE	3.785	3.868	2003
32	NA	TRUE	2.706	3.161	2002
30	NA	FALSE	NA	3.6	2003
22	NA	TRUE	2.951	3.62	2004
NA	930	TRUE	2.996	3.052	2001
25	NA	TRUE	3.3	3.396	2002
31	1270	TRUE	3.906	3.93	2004
21	NA	FALSE	NA	3.22	2002
30	1350	TRUE	3.561	3.994	2004
21	NA	TRUE	2.297	2.883	2001
25	NA	TRUE	2.922	3.613	2003
26	NA	TRUE	3.526	3.697	2002
25	NA	FALSE	NA	2.674	2001
22	NA	TRUE	3.597	3.096	2005
22	NA	FALSE	NA	2.589	2002
20	NA	FALSE	NA	2.642	2003
33	1430	TRUE	3.688	4.342	2001
30	1180	TRUE	3.795	4.038	2003
29	NA	TRUE	3.731	3.959	2003
25	NA	TRUE	3.842	3.812	2003
22	NA	FALSE	NA	3.723	2002
26	NA	FALSE	NA	3.36	2005
20	900	TRUE	2.075	3.12	2003
26	NA	TRUE	3.548	3.652	2002
29	1200	TRUE	3.647	3.933	2002
19	NA	FALSE	NA	2.201	2001
29	NA	FALSE	NA	3.78	2004
22	1030	TRUE	3.123	3.09	2005
33	NA	TRUE	3.386	4.651	2003
32	NA	TRUE	3.597	3.961	2005
24	NA	TRUE	3.213	4.019	2005
20	NA	FALSE	NA	2.819	2002
22	NA	FALSE	NA	2.705	2003
29	NA	FALSE	NA	3.678	2001
24	NA	FALSE	NA	3.154	2003
NA	1450	TRUE	3.557	3.98	2001
NA	1100	TRUE	2.914	3.611	2001
29	NA	TRUE	3.724	3.934	2002
20	NA	TRUE	2.667	3.4	2003
NA	910	FALSE	NA	3.392	2004
30	NA	FALSE	NA	4.119	2005
28	NA	FALSE	NA	3.625	2004
28	NA	FALSE	NA	3.522	2004
28	NA	TRUE	2.883	3.438	2004
34	1370	TRUE	3.9	3.954	2001
30	NA	TRUE	3.31	3.563	2002
30	1280	FALSE	NA	4.029	2003
21	940	TRUE	2.829	3.374	2003
27	1150	FALSE	NA	3.94	2002
29	1310	TRUE	2.777	3.661	2002
23	NA	TRUE	3.101	3.423	2001
30	1360	TRUE	3.729	4.308	2002
31	NA	TRUE	3.751	4	2005
24	NA	FALSE	NA	2.16	2004
21	NA	TRUE	2.993	3.623	2004
23	NA	FALSE	NA	2.588	2001
21	NA	FALSE	NA	2.449	2001
25	NA	TRUE	3.728	4.038	2005
29	1240	TRUE	3.017	3.373	2002
19	NA	FALSE	NA	2.705	2005
28	NA	TRUE	3.162	3.73	2001
NA	1220	TRUE	3.02	3.063	2003
27	1120	TRUE	3.647	3.972	2002
30	NA	TRUE	3.502	4.133	2002
NA	1100	FALSE	NA	3.519	2004
21	980	TRUE	2.648	3.289	2002
23	NA	FALSE	NA	2.739	2004
25	NA	TRUE	3.438	3.434	2001
31	1370	FALSE	NA	3.63	2004
27	NA	FALSE	NA	3.507	2002
26	NA	TRUE	3.821	3.858	2004
20	NA	TRUE	3.369	2.796	2003
28	NA	TRUE	3.935	3.986	2002
21	NA	TRUE	3.723	3.698	2003
32	1550	TRUE	3.579	3.84	2001
29	NA	FALSE	NA	3.628	2001
NA	1460	TRUE	3.591	4.806	2004
NA	1130	FALSE	NA	3.839	2001
31	NA	TRUE	3.98	4.1	2004
NA	810	FALSE	NA	3.19	2002
27	1180	TRUE	3.127	3.559	2004
33	1410	TRUE	3.833	3.618	2005
21	NA	TRUE	3.628	3.589	2001
21	960	FALSE	NA	3.484	2001
26	1190	TRUE	2.672	3.714	2003
29	NA	TRUE	3.723	3.448	2002
26	NA	TRUE	3.681	3.993	2004
26	NA	TRUE	3.564	3.606	2005
26	NA	FALSE	NA	3.692	2001
24	NA	TRUE	2.774	2.745	2003
24	NA	TRUE	3.101	3.868	2004
25	NA	FALSE	NA	3.568	2001
25	NA	FALSE	NA	3.573	2005
29	NA	TRUE	3.122	3.34	2002
24	NA	FALSE	NA	3.33	2001
29	NA	TRUE	3.548	3.06	2003
25	NA	TRUE	2.434	3.218	2004
28	NA	FALSE	NA	3.777	2005
31	NA	TRUE	3.396	3.742	2002
26	1130	FALSE	NA	3.255	2002
24	NA	TRUE	3.34	4.175	2001
25	1130	TRUE	3.205	3.527	2005
22	NA	TRUE	3.486	3.43	2001
25	1130	TRUE	3.116	3.56	2003
31	NA	TRUE	3.393	4	2003
26	NA	TRUE	2.526	3.227	2005
33	NA	TRUE	3.906	4.554	2002
22	NA	FALSE	NA	3.799	2003
27	NA	TRUE	3.519	4.544	2001
31	NA	FALSE	NA	3.843	2004
31	1430	TRUE	3.778	4.058	2005
NA	1060	FALSE	NA	2.669	2004
30	1220	TRUE	3.756	3.847	2001
27	NA	TRUE	3.477	3.88	2002
32	1420	TRUE	3.886	4.701	2004
21	NA	TRUE	3.076	3.16	2001
24	1230	TRUE	2.668	3.2	2004
NA	1330	TRUE	3.609	4	2002
29	NA	TRUE	3.335	3.612	2002
23	NA	TRUE	3.597	3.89	2002
34	1480	TRUE	3.811	4.175	2001
NA	1200	TRUE	2.571	3.6	2003
NA	1070	TRUE	3.363	2.884	2003
26	NA	FALSE	NA	2.336	2005
25	NA	FALSE	NA	3.556	2001
22	NA	FALSE	NA	3.281	2005
27	NA	TRUE	2.681	NA	2002
15	NA	FALSE	NA	2.913	2005
30	NA	TRUE	3.631	3.951	2003
NA	1270	TRUE	3.226	3.6	2002
29	1170	TRUE	3.365	3.364	2004
20	NA	FALSE	NA	2.297	2001
29	NA	TRUE	3.458	3.885	2004
NA	1370	TRUE	3.603	4.029	2002
22	NA	TRUE	3.657	3.785	2004
25	1190	TRUE	3.483	3.282	2003
25	1220	TRUE	3.318	3.7	2005
33	1390	TRUE	3.666	3.966	2004
25	NA	TRUE	3.477	3.598	2001
30	1360	FALSE	NA	3.48	2004
30	NA	TRUE	3.796	3.729	2002
26	NA	TRUE	3.734	3.771	2004
28	NA	TRUE	3.169	3.489	2005
32	1580	TRUE	3.943	4	2001
NA	1010	FALSE	NA	3.428	2004
26	NA	FALSE	NA	4.037	2005
27	NA	FALSE	NA	3.73	2002
26	NA	FALSE	NA	3.572	2002
30	NA	TRUE	3.824	3.965	2001
28	NA	FALSE	NA	3.781	2003
19	NA	FALSE	NA	3.347	2004
26	NA	TRUE	3.611	3.847	2003
25	NA	TRUE	3.035	3.612	2003
27	NA	TRUE	3.466	3.471	2003
24	990	TRUE	3.045	3.51	2005
25	1170	TRUE	3.183	3.909	2003
29	NA	TRUE	3.837	4.194	2001
25	NA	FALSE	NA	3.872	2001
23	NA	TRUE	3.143	3.278	2005
29	1330	TRUE	3.899	4	2004
25	NA	TRUE	2.216	3.263	2005
34	1390	TRUE	3.653	4.2	2003
22	1130	TRUE	3.224	2.913	2003
32	NA	TRUE	3.946	3.981	2002
NA	1310	TRUE	3.793	4	2004
23	NA	FALSE	NA	2.673	2003
27	NA	TRUE	3.883	4	2005
25	NA	TRUE	3.397	3.804	2003
32	1330	TRUE	3.897	4	2005
20	NA	FALSE	NA	3.451	2003
28	NA	TRUE	3.311	3.698	2002
25	NA	TRUE	3.346	3.61	2005
26	NA	TRUE	3.492	3.76	2004
25	NA	TRUE	3.649	4	2002
24	NA	FALSE	NA	2.55	2001
32	NA	TRUE	3.48	3.884	2005
20	NA	TRUE	3.304	3.522	2005
22	NA	FALSE	NA	2.938	2004
33	1420	TRUE	3.164	3.84	2004
33	1460	TRUE	3.917	3.935	2004
30	NA	TRUE	3.711	4.091	2002
NA	1400	TRUE	3.908	4.29	2005
NA	NA	TRUE	2.9	2.47	2001
21	NA	FALSE	NA	2.74	2002
23	NA	TRUE	2.934	3.133	2003
21	NA	TRUE	3.39	3.948	2005
22	980	TRUE	3.294	3	2003
33	1530	TRUE	3.84	4.033	2005
22	NA	FALSE	NA	3.845	2001
21	900	FALSE	NA	3.218	2005
19	900	TRUE	3.02	2.167	2001
NA	1140	FALSE	NA	3.413	2001
21	NA	TRUE	2.798	3.215	2004
29	1240	FALSE	NA	3.603	2005
32	NA	TRUE	3.488	3.867	2002
28	NA	TRUE	3.759	4	2004
27	NA	TRUE	3.57	3.975	2001
NA	1050	TRUE	3.082	2.487	2002
34	1490	TRUE	3.625	3.947	2003
25	NA	TRUE	3.374	3.663	2001
24	1240	FALSE	NA	3.685	2005
27	NA	TRUE	3.547	3.687	2001
21	NA	TRUE	3.295	3.326	2004
27	NA	TRUE	2.271	2.464	2001
30	NA	TRUE	3.606	3.771	2004
25	NA	TRUE	3.385	3.932	2005
24	NA	FALSE	NA	2.44	2002
22	1030	TRUE	2.597	3.205	2003
31	NA	TRUE	3.724	4	2001
20	NA	FALSE	NA	3.211	2001
33	NA	TRUE	3.54	3.98	2005
21	NA	FALSE	NA	2.754	2003
36	1560	TRUE	4	4	2004
28	NA	TRUE	3.294	4.035	2004
NA	1070	TRUE	3.113	3	2004
NA	1100	TRUE	3.185	2.7	2005
26	NA	TRUE	2.682	3.285	2001
23	1010	FALSE	NA	2.553	2004
NA	1220	TRUE	2.807	3.01	2004
24	NA	TRUE	3.397	3.707	2005
33	1350	TRUE	3.821	3.983	2002
25	NA	FALSE	NA	3.154	2001
28	1300	TRUE	3.274	4.26	2002
26	1200	TRUE	3.208	3.719	2002
26	NA	FALSE	NA	3.594	2004
32	NA	TRUE	3.777	4.155	2002
25	1210	TRUE	3.252	4.059	2002
28	NA	TRUE	3.661	3.933	2004
26	NA	FALSE	NA	2.81	2004
26	NA	TRUE	3.233	3.359	2002
NA	1140	TRUE	3.374	4.508	2004
NA	1000	FALSE	NA	2.395	2001
24	NA	TRUE	3.117	3.207	2001
25	NA	FALSE	NA	3.78	2005
30	NA	TRUE	3.6	3.561	2005
29	NA	TRUE	3.59	3.459	2004
23	NA	FALSE	NA	2.676	2002
27	1280	TRUE	3.609	4	2003
32	NA	TRUE	3.906	3.962	2004
26	1140	TRUE	2.673	3.443	2004
NA	1100	TRUE	2.723	NA	2002
30	NA	TRUE	3.733	4	2001
22	NA	TRUE	3.669	3.89	2003
20	NA	TRUE	3.405	3.637	2004
33	NA	TRUE	3.887	3.912	2005
32	NA	TRUE	3.731	3.7	2002
22	NA	FALSE	NA	3.228	2003
23	NA	FALSE	NA	3.28	2005
30	NA	TRUE	3.601	4.077	2004
32	1410	FALSE	NA	3.202	2003
29	NA	TRUE	2.993	3.525	2003
25	NA	TRUE	3.307	3.673	2004
NA	1160	TRUE	3.325	NA	2004
NA	1110	TRUE	3.466	3.56	2004
28	NA	TRUE	3.151	3.645	2001
21	NA	TRUE	2.674	3.07	2003
26	NA	TRUE	3.389	3.868	2002
23	NA	FALSE	NA	3.62	2005
19	NA	FALSE	NA	2.995	2004
29	1260	TRUE	2.918	3.115	2001
24	NA	FALSE	NA	2.957	2003
28	NA	TRUE	3.486	3.927	2005
NA	1200	FALSE	NA	3.63	2001
21	NA	TRUE	3.415	3.421	2005
27	1180	TRUE	3.548	3.66	2001
19	NA	TRUE	3.266	3.385	2003
30	NA	TRUE	3.948	4	2001
25	NA	TRUE	2.627	3.409	2001
24	NA	TRUE	2.426	2.696	2005
22	NA	TRUE	3.651	3.567	2001
